route_id,date,weekday,week_number,driver_id,origin_barrio,lat_origin,lon_origin,barrios_recorridos,tipo_vehiculo,vehicle_capacity_m3,volumen_cargado_m3,carga_pct,n_paradas,n_paquetes,cliente_top_count,km_total,desviacion_km,velocidad_media_kmh,duracion_min,tiempo_conduccion_min,tiempo_paradas_min,tiempo_espera_deposito_min,tiempo_carga_min,n_incidentes,motivo_incidente,paquetes_no_entregados,porcentaje_entregas_exitosas,prioridad,entregas_retrasadas,clima,turno,estado_ruta,notas_logisticas,costo_est_operativo,eficiencia_carga_pct,tasa_exito_entregas
2396,2025-12-20,5,50,5,gonnet,-34.933354,-57.919228,gonnet; manuel b. gonnet; city bell,camioneta,13,10.2,78.5,79,92,3,13.5,0.0,13.28,262,61,201,5,18,0,nan,0,100.0,baja,1,despejado,mañana,con_incidente,nan,30.52,78.5,100.0
2397,2025-05-18,6,20,2,ringuelet,-34.948118,-57.928362,ringuelet; gonnet; manuel b. gonnet,camioneta,13,7.64,58.8,68,78,2,24.1,0.97,7.57,294,191,103,14,17,0,nan,1,98.72,media,1,despejado,mañana,parcial,reintentar mañana,35.93,58.8,98.72
2398,2025-11-15,5,45,3,gonnet,-34.933711,-57.92051,gonnet; manuel b. gonnet; city bell,furgoneta,8,7.84,98.0,90,96,7,33.1,2.11,19.86,319,100,219,9,35,0,nan,0,100.0,media,0,tormenta,mañana,con_incidente,nan,39.82,98.0,100.0
2399,2025-09-15,0,37,3,villa elisa,-34.909319,-57.980245,villa elisa; city bell,furgoneta,8,7.18,89.8,80,87,6,26.7,0.68,28.11,279,57,222,10,25,0,nan,0,100.0,alta,0,tormenta,mañana,con_incidente,nan,34.73,89.8,100.0
2400,2025-11-09,6,45,5,villa elvira,-34.893725,-57.947655,villa elvira; la plata,camioneta,13,9.54,73.4,77,92,4,15.2,2.5,182.4,208,5,203,21,19,0,nan,0,100.0,baja,0,despejado,mañana,completa_ok,nan,27.91,73.4,100.0
2401,2025-05-17,5,19,3,melchor romero,-34.948981,-57.985022,melchor romero; los hornos,camion 3.5t,18,11.24,62.4,92,109,14,34.8,1.48,23.73,225,88,137,4,23,0,nan,0,100.0,media,0,lluvia ligera,mañana,completa_ok,nan,28.8,62.4,100.0
2402,2025-01-31,4,4,1,gonnet,-34.932456,-57.914942,gonnet,camioneta,13,9.18,70.6,81,98,8,14.1,0.29,6.75,223,136,133,9,23,0,nan,1,98.98,baja,1,nublado,mañana,parcial,entrega parcial,34.51,70.6,98.98
2403,2025-01-03,4,0,3,joaquin gorina,-34.876246,-57.942509,joaquin gorina,furgoneta,8,5.96,74.5,90,104,4,27.4,0.0,11.83,321,139,182,1,17,0,nan,1,99.04,baja,1,nublado,mañana,parcial,contactar cliente,40.61,74.5,99.04
2404,2025-05-22,3,20,4,el peligro,-34.827606,-57.907,el peligro; lisandro olmos,furgoneta,8,3.84,48.0,93,109,3,35.0,0.0,37.5,293,56,237,3,28,0,nan,2,98.17,baja,1,despejado,mañana,parcial,devolver a depósito,38.31,48.0,98.17
2405,2025-02-14,4,6,7,ringuelet,-34.947937,-57.930834,ringuelet; manuel b. gonnet; gonnet,camion 3.5t,18,7.41,41.2,77,91,6,32.6,0.5,75.31,219,29,211,2,5,0,nan,0,100.0,baja,0,viento fuerte,mañana,completa_ok,nan,30.72,41.2,100.0
2406,2025-03-17,0,11,5,abasto,-34.822048,-57.922819,abasto; el peligro,camioneta,13,6.75,51.9,88,104,6,26.8,0.25,12.09,267,133,134,0,27,0,nan,1,99.04,media,1,despejado,mañana,parcial,reintentar mañana,33.77,51.9,99.04
2407,2025-09-02,1,35,5,la plata,-34.920919,-57.955144,la plata; los hornos,furgoneta,8,7.84,98.0,69,78,4,39.8,0.0,25.4,216,94,122,4,24,0,nan,0,100.0,baja,0,nublado,mañana,completa_ok,nan,30.17,98.0,100.0
2408,2025-09-13,5,36,1,melchor romero,-34.952736,-57.984618,melchor romero; los hornos,camioneta,13,7.81,60.1,73,90,4,35.9,0.95,16.44,258,131,127,0,29,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,34.0,60.1,100.0
2409,2025-11-07,4,44,6,los hornos,-34.91189,-57.988968,los hornos; villa elvira,furgoneta,8,7.45,93.1,78,92,6,24.4,1.33,13.19,260,111,149,1,40,0,nan,0,100.0,baja,0,despejado,mañana,con_incidente,nan,34.03,93.1,100.0
2410,2025-08-20,2,33,5,villa elisa,-34.917125,-57.988117,villa elisa; la plata,furgoneta,8,2.0,25.0,88,103,5,28.8,0.95,18.0,210,96,114,1,13,0,nan,1,99.03,baja,1,despejado,mañana,parcial,reintentar mañana,26.09,25.0,99.03
2411,2025-04-29,1,17,3,tolosa,-34.922747,-57.954583,tolosa; la plata,furgoneta,8,7.33,91.6,93,108,9,31.4,1.41,13.85,268,136,132,15,11,0,nan,0,100.0,alta,0,lluvia ligera,mañana,completa_ok,nan,33.59,91.6,100.0
2412,2025-08-12,1,32,6,city bell,-34.874536,-57.982545,city bell; joaquin gorina,camion 3.5t,18,7.96,44.2,76,91,10,16.0,1.74,155.14,184,7,198,3,26,0,nan,0,100.0,alta,0,nublado,mañana,completa_ok,nan,26.75,44.2,100.0
2413,2025-07-13,6,28,1,ringuelet,-34.942987,-57.928344,ringuelet; manuel b. gonnet,furgoneta,8,7.17,89.6,79,93,5,12.7,0.0,152.4,214,5,220,2,20,0,nan,0,100.0,baja,0,lluvia ligera,mañana,completa_ok,nan,27.18,89.6,100.0
2414,2025-06-26,3,25,5,joaquin gorina,-34.870699,-57.940717,joaquin gorina; gonnet; manuel b. gonnet,furgoneta,8,5.96,74.5,85,97,6,25.5,1.19,10.27,293,149,144,8,24,0,nan,0,100.0,baja,1,despejado,mañana,con_incidente,nan,35.39,74.5,100.0
2415,2025-06-09,0,23,2,abasto,-34.819667,-57.924739,abasto; lisandro olmos,camioneta,13,7.63,58.7,71,83,5,27.4,1.82,25.69,197,64,133,1,31,0,nan,3,96.39,media,1,despejado,mañana,parcial,reintentar mañana,24.69,58.7,96.39
2416,2025-03-21,4,11,2,ringuelet,-34.946731,-57.933564,ringuelet,camion 3.5t,18,3.08,17.1,88,105,4,26.8,0.0,9.61,279,173,157,6,19,0,nan,0,100.0,baja,1,despejado,mañana,con_incidente,nan,39.18,17.1,100.0
2417,2025-12-13,5,49,4,los hornos,-34.921002,-57.993726,los hornos; melchor romero; lisandro olmos,furgoneta,8,7.84,98.0,79,88,8,24.8,0.0,14.45,311,103,208,16,24,0,nan,0,100.0,media,1,despejado,mañana,con_incidente,nan,39.23,98.0,100.0
2418,2025-12-29,0,52,3,ringuelet,-34.948715,-57.928298,ringuelet; gonnet,camioneta,13,3.25,25.0,82,98,6,30.3,0.0,16.83,330,108,222,0,35,0,nan,2,97.96,media,1,despejado,mañana,parcial,devolver a depósito,38.99,25.0,97.96
2419,2025-03-05,2,9,6,la plata,-34.920705,-57.950554,la plata; centro,camion 3.5t,18,8.97,49.8,81,93,6,26.3,0.23,8.48,351,186,165,10,8,0,nan,0,100.0,media,1,nublado,mañana,con_incidente,nan,44.5,49.8,100.0
2420,2025-04-17,3,15,6,city bell,-34.873943,-57.978289,city bell; manuel b. gonnet,camion 3.5t,18,5.82,32.3,72,87,7,23.8,1.22,11.9,216,120,96,24,23,0,nan,0,100.0,media,0,nublado,mañana,completa_ok,nan,29.12,32.3,100.0
2421,2025-07-20,6,29,7,villa elvira,-34.8905,-57.955417,villa elvira; los hornos,camioneta,13,5.31,40.8,95,115,4,38.8,0.7,14.64,339,159,180,9,14,0,nan,0,100.0,media,0,despejado,mañana,con_incidente,nan,42.82,40.8,100.0
2422,2025-09-19,4,37,1,city bell,-34.871239,-57.976703,city bell,camion 3.5t,18,6.69,37.2,87,101,11,19.5,0.13,8.8,275,133,142,6,29,0,nan,0,100.0,alta,0,despejado,mañana,con_incidente,nan,33.07,37.2,100.0
2423,2025-10-02,3,39,2,melchor romero,-34.949247,-57.971545,melchor romero; lisandro olmos,furgoneta,8,5.64,70.5,82,96,11,20.8,0.49,9.31,272,134,138,5,32,0,nan,0,100.0,media,1,despejado,mañana,con_incidente,nan,35.27,70.5,100.0
2424,2025-11-26,2,47,1,la plata,-34.919174,-57.950058,la plata; centro,furgoneta,8,4.78,59.8,73,89,6,14.6,1.74,9.32,240,94,136,3,30,1,clima,1,98.88,media,1,nublado,mañana,con_incidente,entrega parcial,31.38,59.8,98.88
2425,2025-09-21,6,38,5,abasto,-34.823346,-57.918362,abasto; lisandro olmos,furgoneta,8,7.84,98.0,73,84,8,21.8,1.27,7.6,275,172,103,7,21,0,nan,3,96.43,media,1,despejado,mañana,parcial,devolver a depósito,35.1,98.0,96.43
2426,2025-04-29,1,17,6,city bell,-34.86963,-57.975236,city bell; villa elvira,camioneta,13,8.3,63.8,71,78,4,25.7,3.22,20.03,198,77,121,0,28,0,nan,1,98.72,media,1,despejado,mañana,parcial,devolver a depósito,26.07,63.8,98.72
2427,2025-04-26,5,16,5,villa elvira,-34.891952,-57.950375,villa elvira; villa montoro,camioneta,13,3.95,30.4,98,112,7,51.5,0.0,13.49,393,229,164,1,32,0,nan,1,99.11,baja,1,despejado,mañana,parcial,reintentar mañana,48.73,30.4,99.11
2428,2025-05-31,5,21,4,melchor romero,-34.946408,-57.978933,melchor romero; lisandro olmos,camioneta,13,6.19,47.6,74,87,6,18.8,2.02,15.04,175,75,100,5,19,0,nan,0,100.0,baja,0,nublado,mañana,completa_ok,nan,23.77,47.6,100.0
2429,2025-04-17,3,15,1,la plata,-34.917707,-57.950243,la plata; los hornos,furgoneta,8,7.84,98.0,70,82,8,17.9,0.0,11.43,237,94,143,13,28,0,nan,1,98.78,media,1,despejado,mañana,parcial,entrega parcial,30.42,98.0,98.78
2430,2025-03-03,0,9,6,los hornos,-34.919176,-57.987978,los hornos; villa elvira,furgoneta,8,7.36,92.0,76,90,8,19.6,0.0,6.92,261,170,91,11,36,0,nan,0,100.0,alta,1,tormenta,mañana,con_incidente,nan,30.73,92.0,100.0
2431,2025-07-09,2,27,5,el carmen,-34.842347,-57.902443,el carmen; berisso,furgoneta,8,6.02,75.2,79,91,8,26.7,0.0,18.08,300,79,155,8,24,0,nan,4,95.6,media,1,despejado,mañana,parcial,entrega parcial,31.34,75.2,95.6
2432,2025-11-06,3,44,4,tolosa,-34.923532,-57.94779,tolosa; manuel b. gonnet; ringuelet,camioneta,13,6.96,53.5,74,80,12,22.0,1.83,7.37,247,202,90,18,39,0,nan,0,100.0,media,1,nublado,mañana,con_incidente,nan,34.73,53.5,100.0
2433,2025-10-19,6,42,2,melchor romero,-34.950954,-57.979884,melchor romero; joaquin gorina,furgoneta,8,7.35,91.9,81,97,2,23.5,0.0,7.23,315,195,120,1,29,0,nan,0,100.0,media,1,lluvia ligera,mañana,con_incidente,nan,38.5,91.9,100.0
2434,2025-01-02,3,0,3,ringuelet,-34.950645,-57.933007,ringuelet; manuel b. gonnet,camioneta,13,5.98,46.0,68,78,7,20.1,0.63,10.58,207,114,93,7,25,0,nan,1,98.72,media,1,despejado,mañana,parcial,reintentar mañana,26.72,46.0,98.72
2435,2025-09-26,4,38,5,ringuelet,-34.946432,-57.932929,ringuelet; manuel b. gonnet,camioneta,13,8.36,64.3,92,107,9,22.8,0.47,10.9,211,136,111,3,19,0,nan,0,100.0,media,1,despejado,mañana,parcial,entrega parcial,32.29,64.3,100.0
2436,2025-01-16,3,2,6,el carmen,-34.843346,-57.899958,el carmen; berisso,camioneta,13,8.55,65.8,101,120,2,40.2,0.56,13.78,365,175,190,4,14,0,nan,0,100.0,alta,0,nublado,mañana,con_incidente,nan,45.92,65.8,100.0
2437,2025-07-23,2,29,5,ringuelet,-34.950392,-57.930549,ringuelet; tolosa,camioneta,13,8.68,66.8,70,82,3,6.3,3.07,15.12,191,25,166,3,25,0,nan,1,98.78,baja,1,nublado,mañana,parcial,contactar cliente,22.17,66.8,98.78
2438,2025-06-17,1,24,3,city bell,-34.873952,-57.98501,city bell; lisandro olmos; abasto,furgoneta,8,4.3,53.8,75,86,6,17.0,1.57,15.45,222,66,156,5,31,0,nan,0,100.0,media,0,lluvia ligera,mañana,completa_ok,nan,28.07,53.8,100.0
2439,2025-08-11,0,32,5,el carmen,-34.841932,-57.902123,el carmen; berisso,camioneta,13,5.7,43.8,67,78,12,24.6,0.75,25.02,202,59,143,2,31,0,nan,1,98.72,baja,1,despejado,mañana,parcial,contactar cliente,27.92,43.8,98.72
2440,2025-06-30,0,26,3,city bell,-34.872486,-57.982111,city bell; joaquin gorina; gonnet,camioneta,13,11.81,90.8,87,100,6,30.0,0.7,8.5,278,218,109,25,13,0,nan,0,100.0,media,1,despejado,mañana,con_incidente,nan,39.92,90.8,100.0
2441,2025-05-11,6,19,6,tolosa,-34.923565,-57.954023,tolosa; la plata,furgoneta,8,7.33,91.6,73,84,5,15.4,0.33,184.8,153,5,170,22,13,0,nan,1,98.81,media,1,despejado,mañana,parcial,contactar cliente,18.54,91.6,98.81
2442,2025-07-26,5,29,5,tolosa,-34.925265,-57.942816,tolosa; lisandro olmos,furgoneta,8,7.84,98.0,67,83,6,15.2,2.03,6.66,226,137,89,4,20,0,nan,1,98.8,baja,1,tormenta,mañana,parcial,devolver a depósito,27.49,98.0,98.8
2443,2025-06-25,2,25,1,los hornos,-34.914319,-57.997043,los hornos; melchor romero,camioneta,13,8.17,62.8,76,90,1,26.0,0.07,11.3,271,138,133,4,31,0,nan,0,100.0,baja,1,viento fuerte,mañana,con_incidente,nan,34.69,62.8,100.0
2444,2025-04-14,0,15,3,tolosa,-34.927256,-57.949654,tolosa; manuel b. gonnet; city bell,camioneta,13,7.29,56.1,72,86,8,28.9,1.46,38.53,200,45,155,4,26,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,26.4,56.1,100.0
2445,2025-03-03,0,9,5,ringuelet,-34.946982,-57.930106,ringuelet; gonnet,furgoneta,8,6.15,76.9,82,95,5,18.4,0.0,240.0,193,5,212,10,25,0,nan,0,100.0,alta,0,despejado,mañana,completa_ok,nan,25.64,76.9,100.0
2446,2025-07-01,1,26,2,abasto,-34.823978,-57.918167,abasto; el peligro,furgoneta,8,5.1,63.7,69,80,5,25.9,2.38,12.53,259,124,135,5,45,0,nan,0,100.0,alta,1,lluvia ligera,mañana,con_incidente,nan,34.54,63.7,100.0
2447,2025-11-25,1,47,6,melchor romero,-34.94625,-57.979585,melchor romero; los hornos,camioneta,13,8.81,67.8,77,89,5,25.0,0.0,11.72,297,128,169,10,30,0,nan,0,100.0,baja,1,despejado,mañana,con_incidente,nan,38.04,67.8,100.0
2448,2025-11-03,0,44,4,la plata,-34.922557,-57.954451,la plata; centro; berisso,camion 3.5t,18,6.26,34.8,79,90,7,23.9,1.53,15.15,252,101,168,2,17,0,nan,0,100.0,baja,1,nublado,mañana,parcial,devolver a depósito,32.96,34.8,100.0
2449,2025-12-22,0,51,7,gonnet,-34.92812,-57.922895,gonnet; manuel b. gonnet; city bell,furgoneta,8,6.26,78.2,90,107,7,25.7,0.0,29.65,280,52,218,3,17,1,cliente ausente,0,100.0,baja,0,nublado,mañana,con_incidente,retraso por tráfico,34.81,78.2,100.0
2450,2025-07-09,2,27,4,gonnet,-34.927207,-57.924823,gonnet; ringuelet,furgoneta,8,7.84,98.0,67,73,9,10.1,0.0,10.27,245,59,186,30,19,0,nan,0,100.0,media,1,lluvia ligera,mañana,con_incidente,nan,30.41,98.0,100.0
2451,2025-06-12,3,23,4,villa elisa,-34.917282,-57.982209,villa elisa; city bell,furgoneta,8,7.84,98.0,90,101,6,32.4,1.14,88.36,253,22,231,7,20,0,nan,0,100.0,baja,0,nublado,mañana,completa_ok,nan,34.29,98.0,100.0
2452,2025-08-22,4,33,6,abasto,-34.820863,-57.911343,abasto,furgoneta,8,7.84,98.0,70,82,7,35.3,1.1,27.51,221,77,144,17,23,0,nan,0,100.0,baja,0,despejado,mañana,completa_ok,nan,27.43,98.0,100.0
2453,2025-04-04,4,13,2,berisso,-34.858925,-57.871117,berisso; el carmen,furgoneta,8,2.97,37.1,83,96,7,28.3,0.0,9.18,302,185,107,12,37,1,fallo mecánico,2,97.92,media,1,viento fuerte,mañana,con_incidente,contactar cliente,38.14,37.1,97.92
2454,2025-10-31,4,43,6,ringuelet,-34.950479,-57.92998,ringuelet; tolosa; la plata,furgoneta,8,5.18,64.8,85,102,10,38.1,0.0,15.66,310,146,164,5,28,0,nan,0,100.0,alta,0,despejado,mañana,completa_ok,nan,39.49,64.8,100.0
2455,2025-10-15,2,41,2,gonnet,-34.930883,-57.918596,gonnet; ringuelet,camioneta,13,4.59,35.3,86,98,7,29.8,0.3,16.25,347,110,237,8,13,0,nan,0,100.0,media,1,lluvia ligera,mañana,con_incidente,nan,43.11,35.3,100.0
2456,2025-12-14,6,50,3,melchor romero,-34.952879,-57.987365,melchor romero; lisandro olmos,furgoneta,8,7.84,98.0,87,95,7,40.4,0.0,242.4,249,10,239,0,16,0,nan,0,100.0,media,0,viento fuerte,mañana,completa_ok,nan,34.71,98.0,100.0
2457,2025-11-24,0,47,3,villa elvira,-34.894684,-57.950484,villa elvira; los hornos; la plata,camioneta,13,9.02,69.4,73,86,8,15.6,0.0,187.2,187,5,196,13,22,0,nan,0,100.0,alta,0,despejado,mañana,completa_ok,nan,25.53,69.4,100.0
2458,2025-04-10,3,14,7,la plata,-34.923998,-57.958182,la plata; joaquin gorina,furgoneta,8,7.84,98.0,71,76,6,24.2,0.5,8.54,236,182,95,3,15,0,nan,0,100.0,baja,1,despejado,mañana,con_incidente,nan,33.12,98.0,100.0
2459,2025-02-25,1,8,6,berisso,-34.858279,-57.874085,berisso; villa argüello,furgoneta,8,4.15,51.9,69,84,7,29.2,1.85,56.52,190,31,159,0,27,0,nan,1,98.81,media,1,despejado,mañana,parcial,entrega parcial,25.66,51.9,98.81
2460,2025-02-13,3,6,4,los hornos,-34.916053,-57.988969,los hornos; la plata,furgoneta,8,5.21,65.1,73,85,1,20.1,2.05,40.2,220,30,190,3,26,0,nan,1,98.82,alta,1,despejado,mañana,parcial,contactar cliente,29.05,65.1,98.82
2461,2025-08-26,1,34,3,tolosa,-34.921055,-57.954002,tolosa,furgoneta,8,2.77,34.6,81,96,7,21.7,0.18,37.3,183,37,180,5,36,0,nan,0,100.0,media,1,nublado,mañana,parcial,entrega parcial,28.93,34.6,100.0
2462,2025-11-06,3,44,2,abasto,-34.817498,-57.915831,abasto; lisandro olmos,camioneta,13,8.33,64.1,78,95,9,41.0,1.93,47.31,223,52,171,6,12,0,nan,0,100.0,baja,0,despejado,mañana,completa_ok,nan,28.5,64.1,100.0
2463,2025-01-27,0,4,6,el peligro,-34.835363,-57.909281,el peligro; manuel b. gonnet,furgoneta,8,3.89,48.6,64,75,5,22.6,0.0,10.27,234,132,102,13,16,0,nan,0,100.0,media,1,tormenta,mañana,con_incidente,nan,28.48,48.6,100.0
2464,2025-11-24,0,47,4,la plata,-34.921303,-57.953962,la plata; tolosa,camioneta,13,9.89,76.1,86,104,4,20.8,0.98,19.5,296,64,222,1,23,1,tráfico,1,99.04,baja,1,nublado,mañana,con_incidente,contactar cliente,38.25,76.1,99.04
2465,2025-07-25,4,29,6,berisso,-34.857195,-57.875557,berisso; lisandro olmos; abasto,furgoneta,8,6.53,81.6,69,82,4,29.7,0.85,19.16,279,93,186,8,15,0,nan,0,100.0,media,1,despejado,mañana,con_incidente,nan,34.68,81.6,100.0
2466,2025-02-14,4,6,2,berisso,-34.853072,-57.873797,berisso; tolosa,camioneta,13,8.29,63.8,94,108,8,37.4,2.92,20.04,286,112,174,10,21,0,nan,1,99.07,media,1,tormenta,mañana,parcial,devolver a depósito,35.92,63.8,99.07
2467,2025-07-21,0,29,1,city bell,-34.873604,-57.979492,city bell; gonnet; ringuelet; manuel b. gonnet,furgoneta,8,7.84,98.0,88,100,7,32.9,1.21,14.51,326,136,190,10,21,0,nan,0,100.0,alta,1,despejado,mañana,con_incidente,nan,41.36,98.0,100.0
2468,2025-02-15,5,6,3,ringuelet,-34.947803,-57.926682,ringuelet; gonnet; manuel b. gonnet; city bell,furgoneta,8,5.24,65.5,82,98,13,18.2,0.67,8.74,226,125,101,4,12,0,nan,0,100.0,alta,0,despejado,mañana,completa_ok,nan,29.76,65.5,100.0
2469,2025-11-07,4,44,7,los hornos,-34.915626,-57.988836,los hornos; melchor romero,furgoneta,8,6.34,79.2,73,87,0,27.8,1.78,14.02,256,119,137,1,29,0,nan,0,100.0,baja,0,despejado,mañana,con_incidente,nan,31.56,79.2,100.0
2470,2025-06-29,6,26,4,el peligro,-34.828206,-57.90438,el peligro,camioneta,13,9.48,72.9,76,88,6,18.8,1.92,20.89,183,54,129,4,21,0,nan,0,100.0,baja,0,lluvia ligera,mañana,completa_ok,nan,22.77,72.9,100.0
2471,2025-12-10,2,49,2,city bell,-34.873824,-57.984371,city bell; joaquin gorina; gonnet,camioneta,13,5.67,43.6,79,99,7,9.3,0.0,19.93,186,28,158,17,13,0,nan,0,100.0,alta,0,nublado,mañana,completa_ok,nan,22.4,43.6,100.0
2472,2025-06-19,3,24,5,el peligro,-34.8324,-57.912948,el peligro; abasto,furgoneta,8,7.84,98.0,72,89,3,34.3,2.18,9.11,321,226,95,10,29,0,nan,1,98.88,baja,1,lluvia ligera,mañana,parcial,reintentar mañana,38.83,98.0,98.88
2473,2025-12-22,0,51,6,tolosa,-34.924924,-57.955049,tolosa; manuel b. gonnet; city bell,furgoneta,8,6.5,81.2,81,94,8,29.4,0.12,17.17,247,108,182,6,31,0,nan,0,100.0,baja,0,despejado,mañana,con_incidente,nan,38.44,81.2,100.0
2474,2025-01-10,4,1,4,los hornos,-34.920229,-57.993497,los hornos; lisandro olmos; abasto,camioneta,13,8.86,68.2,78,88,4,24.6,2.67,28.94,224,51,173,0,39,0,nan,0,100.0,media,0,nublado,mañana,completa_ok,nan,28.25,68.2,100.0
2475,2025-10-31,4,43,4,lisandro olmos,-34.803476,-57.898809,lisandro olmos; abasto; manuel b. gonnet,camioneta,13,7.28,56.0,90,110,2,29.8,0.42,357.6,231,5,236,2,34,0,nan,0,100.0,baja,0,nublado,mañana,completa_ok,nan,29.18,56.0,100.0
2476,2025-04-01,1,13,2,el carmen,-34.841622,-57.904891,el carmen; berisso,camioneta,13,6.13,47.2,79,98,4,37.4,3.26,21.79,257,103,154,1,22,0,nan,1,98.98,media,1,despejado,mañana,parcial,entrega parcial,33.94,47.2,98.98
2477,2025-07-16,2,28,7,villa elisa,-34.912391,-57.981711,villa elisa,furgoneta,8,6.18,77.2,89,107,7,31.7,2.72,211.33,240,9,231,33,30,0,nan,0,100.0,alta,0,despejado,mañana,completa_ok,nan,31.47,77.2,100.0
2478,2025-03-19,2,11,5,villa elisa,-34.914754,-57.984388,villa elisa,camioneta,13,2.0,15.4,71,87,5,16.6,0.0,15.09,212,66,146,5,21,0,nan,1,98.85,baja,1,nublado,mañana,parcial,reintentar mañana,27.22,15.4,98.85
2479,2025-03-23,6,12,5,city bell,-34.875141,-57.981955,city bell; joaquin gorina,camioneta,13,6.03,46.4,93,110,6,25.7,0.0,9.31,339,181,176,0,21,0,nan,0,100.0,media,1,despejado,mañana,con_incidente,nan,43.26,46.4,100.0
2480,2025-12-03,2,48,3,berisso,-34.859488,-57.880011,berisso; los hornos,camioneta,13,4.56,35.1,71,85,7,36.4,0.0,46.5,220,40,162,4,13,2,nan,1,98.82,baja,0,despejado,mañana,completa_ok,nan,29.14,35.1,98.82
2481,2025-11-26,2,47,4,gonnet,-34.932766,-57.928687,gonnet; city bell,furgoneta,8,5.47,68.4,70,87,7,16.7,1.47,60.33,200,18,194,6,27,0,nan,0,100.0,alta,0,lluvia ligera,mañana,completa_ok,nan,25.49,68.4,100.0
2482,2025-07-02,2,26,3,el peligro,-34.829093,-57.910102,el peligro,camioneta,13,6.13,47.2,83,100,14,41.6,0.0,9.83,394,254,120,12,41,2,otro,0,100.0,baja,1,despejado,mañana,con_incidente,retraso por tráfico,49.17,47.2,100.0
2483,2025-01-27,0,4,6,altos de san lorenzo,-34.917403,-57.951253,altos de san lorenzo; joaquin gorina,camioneta,13,4.79,36.8,77,85,12,26.8,3.46,38.29,236,42,184,13,37,1,clima,1,98.82,baja,1,despejado,mañana,con_incidente,contactar cliente,30.5,36.8,98.82
2484,2025-08-02,5,30,1,la plata,-34.920298,-57.952998,la plata; los hornos; melchor romero; ringuelet,furgoneta,8,7.84,98.0,79,96,9,31.7,3.62,9.65,289,202,105,2,30,0,nan,0,100.0,media,1,despejado,mañana,parcial,reintentar mañana,36.85,98.0,100.0
2485,2025-10-09,3,40,6,el peligro,-34.827371,-57.919622,el peligro; manuel b. gonnet; ringuelet,furgoneta,8,6.25,78.1,77,90,6,27.0,0.0,16.2,249,100,149,7,18,0,nan,0,100.0,baja,0,despejado,mañana,completa_ok,nan,31.53,78.1,100.0
2486,2025-02-22,5,7,3,tolosa,-34.920422,-57.951733,tolosa; manuel b. gonnet; gonnet; city bell,furgoneta,8,7.84,98.0,97,122,12,20.5,0.0,19.84,260,62,198,13,23,0,nan,0,100.0,baja,0,lluvia ligera,mañana,completa_ok,nan,30.66,98.0,100.0
2487,2025-10-20,0,42,4,gonnet,-34.937655,-57.922896,gonnet; abasto,camioneta,13,5.67,43.6,69,82,4,30.4,2.72,16.14,225,113,112,0,24,0,nan,0,100.0,media,0,despejado,mañana,completa_ok,nan,27.77,43.6,100.0
2488,2025-06-05,3,22,6,ringuelet,-34.946389,-57.936163,ringuelet; melchor romero; abasto,furgoneta,8,6.88,86.0,78,96,2,40.4,3.32,65.51,254,37,217,1,7,0,nan,0,100.0,media,0,nublado,mañana,completa_ok,nan,34.91,86.0,100.0
2489,2025-04-21,0,16,5,el peligro,-34.827278,-57.917114,el peligro; lisandro olmos; joaquin gorina; gonnet,furgoneta,8,3.76,47.0,83,104,9,24.9,0.85,8.69,291,172,119,7,29,0,nan,0,100.0,media,1,viento fuerte,mañana,con_incidente,nan,35.6,47.0,100.0
2490,2025-10-11,5,40,6,berisso,-34.856247,-57.870181,berisso; villa argüello; joaquin gorina,furgoneta,8,7.04,88.0,95,110,8,44.0,2.18,15.35,310,172,138,5,23,0,nan,0,100.0,alta,0,lluvia ligera,mañana,completa_ok,nan,40.51,88.0,100.0
2491,2025-03-11,1,10,5,lisandro olmos,-34.800694,-57.901484,lisandro olmos; melchor romero,camion 3.5t,18,4.13,22.9,55,64,4,20.8,0.71,9.11,209,137,72,4,25,0,nan,0,100.0,media,1,despejado,mañana,con_incidente,nan,25.0,22.9,100.0
2492,2025-07-05,5,26,4,tolosa,-34.922009,-57.950423,tolosa; manuel b. gonnet,camioneta,13,7.71,59.3,74,84,6,15.4,0.18,10.04,203,92,111,2,26,0,nan,0,100.0,media,0,nublado,mañana,completa_ok,nan,24.21,59.3,100.0
2493,2025-09-14,6,37,7,la plata,-34.917838,-57.959169,la plata; tolosa; manuel b. gonnet; ringuelet,furgoneta,8,6.54,81.8,86,105,5,29.7,0.7,14.97,260,119,141,8,14,0,nan,0,100.0,baja,0,nublado,mañana,completa_ok,nan,34.55,81.8,100.0
2494,2025-01-11,5,1,2,villa montoro,-34.901189,-57.947039,villa montoro; los hornos; villa elvira,furgoneta,8,7.84,98.0,76,91,5,23.6,0.0,12.17,344,109,187,6,26,1,tráfico,0,100.0,media,1,despejado,mañana,con_incidente,necesario repuesto,36.78,98.0,100.0
2495,2025-04-04,4,13,6,el carmen,-34.841217,-57.899966,el carmen; berisso,furgoneta,8,7.84,98.0,84,107,8,30.3,0.49,54.89,272,27,215,3,32,0,nan,1,99.07,media,0,despejado,mañana,completa_ok,nan,31.91,98.0,99.07
